date,inst1,inst2,inst3,inst4,inst5,qis_total
2015-01-01,0.0007374256160762678,0.006291680123289219,-0.007344226309587899,0.008246508732941046,0.012519639864767304,0.00200781282325816
2015-01-02,-0.004744531840666109,0.0073339148528980555,0.0023437819107568394,0.003717067612482661,0.009032217148418004,-0.007833940567797286
2015-01-05,0.005388995089994819,-0.0013678539140741118,0.006766370843441099,0.010206704805721523,-0.00599613877421997,0.0015320796930868993
2015-01-06,0.0001820087295342445,-0.02092431366265081,0.004768784380249706,0.011208058186378435,-0.002730247502381874,0.002564348073919229
2015-01-07,0.0015343615783469406,-0.00234234881932728,-0.002971169791006911,0.0022895415816193625,-0.008526667929305622,0.0014550826554371914
2015-01-08,-0.0021527693644343236,-0.010554611137270565,0.004812612686797413,0.002353143082409319,-0.004643617091234166,0.0010389041946915565
2015-01-09,0.0005707874562239561,-0.0023487030693161836,0.009251161364581074,-0.00376911083809086,0.007085494619750722,8.303894024883616e-06
2015-01-12,-0.006852072853082931,0.0100708608045588,0.008398444800028864,0.009960556633350878,0.01628118580252567,0.006587743280129149
2015-01-13,0.0031244500007902537,0.0151553604199589,0.013093439618563397,-0.009898471274960534,-0.006535619559395225,8.084472168864987e-06
2015-01-14,-0.01475700709517121,0.01303372949669725,-0.011968258139106742,-0.015818581064326275,-0.011971319489846768,-0.002724102271675241
2015-01-15,-0.01718312010524431,0.0035658963579051823,-0.008576341163087748,-0.015012546208034072,-0.0003606065211568866,0.0021553301004588812
2015-01-16,0.00037112028447046857,-0.02213739716983319,-0.0056096093877641895,-0.00047174876775698876,-0.00382505600816876,0.003224135895396994
2015-01-19,-0.003094832270527376,0.014451443744833342,0.01727235833858859,-0.002619686373836219,-0.014440696858377296,0.003721313106967431
2015-01-20,-0.002145830986138149,0.0026315172410342693,-0.0003262283581587433,0.005696220064019548,0.024431001752158354,-0.006334778038560598
2015-01-21,-0.016931208570803203,-0.00578495600440565,0.01242914541889205,-0.004498410042392514,0.008784428561318655,0.0014245811404135925
2015-01-22,0.006509006973476589,0.015142558281765632,0.015406717953276233,0.00319765436390471,-0.019104127639618947,-0.004124077166889908
2015-01-23,-0.006804071762641193,0.026532634399123373,-0.011213582475079791,0.004671259122715158,-0.02755960146475006,0.002418890446652132
2015-01-26,-0.013312271818895091,0.010943247376798955,0.00038768736263804584,-0.0031879764284945093,-0.00885791626790404,-0.0018767990108343431
2015-01-27,-0.019765425396350927,0.008620870634719653,-0.002165178957260571,-0.013496786570622884,0.000432080534613121,-0.00031936217407321234
2015-01-28,0.00601248015410128,-0.0021080842815044782,0.0010279414664993707,0.0005431413393869753,-0.007674742894909935,0.00036750162375241956
2015-01-29,0.0007425961329983219,0.00912260317588731,0.00837714938660466,0.00731656404730409,-0.007326078343595042,-0.000942536617542447
2015-01-30,0.006562125515697836,0.005885597128038543,-0.005577670339561562,-0.00397881463785493,0.007576624129122941,-0.0033169075555383376
2015-02-02,0.013969081528064425,-0.021440062775765982,0.013220489906954357,0.010677437083173542,0.002290303501826363,0.0038404524402152118
2015-02-03,-0.0022071662335799826,0.004985201390629718,-0.005024522885271761,-0.0013992551795200296,-0.016125296465828772,-0.0066405525793576834
2015-02-04,-0.017215229570683607,0.028287679616470607,0.0006046017472663024,0.002033201189021301,-0.00023806072421961387,-0.005555086965695892
2015-02-05,-0.00807774019480891,-0.0033847453171592054,0.0008295095517468049,-0.001569744497967685,-0.008174230004639273,0.001644872793758407
2015-02-06,0.004994887932240447,0.0025603763024177203,0.003243262173949548,0.006545403308178522,-0.0017757630352809456,-0.0053526935825401085
2015-02-09,-0.0014888794028147805,0.01808943074702466,-0.007452121671272958,-0.0166626857340193,0.006210925722632283,0.0007189965615395903
2015-02-10,-0.0060935009487426955,-0.012628211487521383,0.00718190413673936,-0.0011029154538324223,-0.013799204633950268,-0.004595452590010513
2015-02-11,0.019549461190095544,-0.01902823517276879,-0.0005934271386887975,-0.016803490973624706,0.0030772405723744982,0.0042926863676605205
2015-02-12,-0.006211087002104214,0.010131297783952435,-3.9091090453670496e-05,0.012355470011061465,-0.004626853091443169,-0.00023718663456765788
2015-02-13,-0.01584544356145918,0.00315019263632239,-0.001920459843673568,-0.016173338932397096,-0.011509183036942813,0.005198081308103604
2015-02-16,-0.007171324454764893,0.0189646006848088,0.005759566396559832,-0.002929616465134612,0.005279567028594626,-0.005813044217049185
2015-02-17,-0.020194598798600458,-0.006478873333776017,0.0033079630320669005,0.0016883867575592118,-0.005832917604939689,-0.0028732154286992403
2015-02-18,-0.0001830813213100007,0.004357302056544217,2.514671865209914e-05,0.007949035612311254,0.0036057232087640667,0.010671615356943314
2015-02-19,0.005312404704296791,0.020862657458761,0.006720050663720528,0.01586862601742875,-0.007291058028421979,-0.0048981727848259006
2015-02-20,-0.01572413872845549,-0.001383369488530883,-0.0017047708934190553,0.013334727371504202,-0.01233048875922523,-0.0043971515715042625
2015-02-23,-0.0005887896045994186,0.005162152392514641,0.0009008200318748679,-0.0013437668251482645,0.004044252985269799,0.0020046212437490668
2015-02-24,0.010990976309119762,0.018728945654671945,0.0003624576596486751,-0.00714261178235108,0.01697987503502701,-0.003468062699831916
2015-02-25,-0.010576334467354901,0.0217869461173816,0.01085308291934984,0.01360458912285983,0.007639299415703941,-9.111321385048233e-05
2015-02-26,-0.020924900401378153,-0.012169449972906534,0.0025551057655444705,-0.005880822986958398,-0.003368078661716758,-2.0596796775992844e-05
2015-02-27,0.006328081808259252,-0.0017396914203436438,-0.00965216483459472,0.008170928418247084,0.005763930526690991,0.003539593561921847
2015-03-02,-0.0022899594297956377,0.008835194209256082,0.0008603765047807065,0.012182250731737213,0.0017632867411326017,-0.0012243825908150106
2015-03-03,0.013439276665806797,-0.02218383337650255,0.003773752185694631,-0.003380756170127553,-0.009349560871778543,-0.006006692643315489
2015-03-04,0.011785005794051258,0.010969049182515839,-0.015951813512739773,0.006639460717848188,0.006635628510465281,0.0051376843143983875
2015-03-05,-0.0070307150665765905,-0.009723647363557983,-0.012624601796787262,-0.00283778707513268,-0.0018523629213722278,0.004779178375083906
2015-03-06,0.008169967803585124,0.0035325643740066956,-0.008379264922434659,0.002349868924503605,-0.0026944996134430467,0.0032836325069743027
2015-03-09,-0.009148262136644453,-0.018774086925268527,0.00509842668020406,0.004217574345315205,0.006224459311089978,0.0030751729143695655
2015-03-10,-0.0070824443349176355,0.002352958345221171,-0.010902913176537984,-0.008679245306666921,0.00047105419723168253,-0.0017030962362243433
2015-03-11,0.002823530303221784,-0.019245814751272346,-0.008360357714421106,-0.0030885355247491243,0.010643706062013219,0.0011548296837157813
2015-03-12,-0.007931027528662194,0.0019869033935409368,0.0020631411250726455,-0.00204722643151126,0.0030482204197537816,0.004793122221055502
2015-03-13,-0.01324916804563747,-0.007569446382743402,0.01157487885975116,0.013742884117978482,0.009372128198045934,-0.009061283469575413
2015-03-16,0.011203921899536479,-0.021610930272477152,-0.007489567082348562,-0.002599914127103007,0.026672061190554434,-0.002386973453865546
2015-03-17,-0.0029308397450644405,0.009238851595478085,0.0031269762260387746,0.0034051111465808787,-0.0001588368589093173,-0.00010983345099979018
2015-03-18,-0.011800328302261225,-0.03211396696182618,0.01035473985628581,-0.00534848007631785,-0.02043824514468163,0.0030931062923485802
2015-03-19,0.004579610210029292,0.005325472908828436,0.006243138491850931,0.010241441316185347,-0.010008850062075796,-0.0008294465669417238
2015-03-20,-0.00854981706668342,-0.0035244392207696706,0.006673121472441298,-0.018723750944311474,0.0015102696970038256,0.008849322162074114
2015-03-23,0.009521218244806694,0.010990277364217675,0.005768492678698666,0.009767004682209871,-0.030119009771672676,-0.006733560266042984
2015-03-24,0.016334686895722737,0.004264859442880497,0.010777210173424034,-0.010371710292220369,-0.019192095290475147,0.0009634209469504293
2015-03-25,0.018063776850056397,-0.010818262015434182,-0.00238679123706472,0.004947091764162398,0.008601753263173672,-0.009227591168215228
2015-03-26,0.010984162948642856,0.002980634008689628,-0.008334473784472302,0.006559693692537989,0.008048116620401474,-0.008148581203787763
