date,sub1,sub2,sub3,sub4,total
2015-01-01,0.0024330195582810193,-0.005005322928169932,0.0050569337686402,0.0055466208942813525,0.00200781282325816
2015-01-02,-0.013357246320576855,-0.011216071468692586,-0.003740805373708264,-0.0030216391082114363,-0.007833940567797286
2015-01-05,0.0001823918974699784,-0.00462981428897763,0.005820979155704382,0.004754762008150867,0.0015320796930868993
2015-01-06,0.0007622148829285123,0.006674321637983357,0.005831826005749747,-0.0030109702309847,0.002564348073919229
2015-01-07,0.002881255488577492,-0.004415021284015286,0.006267879886878038,0.0010862165303085216,0.0014550826554371914
2015-01-08,-0.000994036544816824,-0.0040153742411127,0.008454112507075924,0.0007109150576198247,0.0010389041946915565
2015-01-09,-0.0026982947551417507,-0.0026786544127136483,0.003264774111881996,0.002145390632072937,8.303894024883616e-06
2015-01-12,0.003189128281171919,0.003488167155658572,0.018183670936708914,0.0014900067469771905,0.006587743280129149
2015-01-13,-0.0032856991035007613,-0.005449517884203508,0.0030639666479184407,0.005703588228461289,8.084472168864987e-06
2015-01-14,-0.0004976322035841255,-0.004761387626350431,-0.007410917341605777,0.0017735280848393696,-0.002724102271675241
2015-01-15,0.005502779198424096,0.004813631346075969,-0.0026910484968500023,0.0009959583541854615,0.0021553301004588812
2015-01-16,0.0011168006639850976,0.0016741790631562457,0.007620805533151019,0.002484758321295614,0.003224135895396994
2015-01-19,0.005052394941503264,0.002005546520773557,0.0038123617585832784,0.004014949207009626,0.003721313106967431
2015-01-20,-0.009900090738989665,-0.004656738717364135,-0.006038213011238895,-0.0047440696866497,-0.006334778038560598
2015-01-21,-0.0016259957585867861,0.008024516219167655,-0.0043970675837214385,0.003696871684794939,0.0014245811404135925
2015-01-22,-0.011480088401310633,-0.005216247228152467,-0.0015564423454492713,0.0017564693073527393,-0.004124077166889908
2015-01-23,0.005278586058549985,0.006152582523837587,7.716622119331642e-05,-0.0018327730169723627,0.002418890446652132
2015-01-26,0.006305831168800077,0.0009265237372664452,-0.008326435588171524,-0.006413115361232371,-0.0018767990108343431
2015-01-27,-0.006136166002011279,0.0010634412657448296,0.0007878326586813619,0.0030074433812922385,-0.00031936217407321234
2015-01-28,-0.00269076852435574,0.0001938414907899808,0.004768490250577163,-0.0008015567220017261,0.00036750162375241956
2015-01-29,0.00349742666290188,-0.002561125560473728,-0.0026771790420860556,-0.0020292685305118847,-0.000942536617542447
2015-01-30,-0.008070877519123278,0.0004257646952659718,-0.004372652037808091,-0.0012498653604879528,-0.0033169075555383376
2015-02-02,0.0036652266123413627,0.0037192956541789437,0.006969866572778743,0.0010074209215617984,0.0038404524402152118
2015-02-03,-0.0026630881843090763,-0.0011369825160844498,-0.013368930439216324,-0.009393209177820883,-0.0066405525793576834
2015-02-04,-0.008958897286480817,-0.00818269318399661,-0.00017659217085252396,-0.00490216522145362,-0.005555086965695892
2015-02-05,-0.002347137878275728,0.006708168943740164,-0.0009461458247433465,0.0031646059343125384,0.001644872793758407
2015-02-06,-0.006235323760069139,-0.0029152585519320257,-0.008711606452799501,-0.003548585565359764,-0.0053526935825401085
