date,carry,momentum,value,volatility
2015-01-01,-0.0038313025713814374,-0.004123909502594237,-0.0037374989169675567,-0.0027666574654782727
2015-01-02,0.0033000860704678905,0.012306799718638002,-0.006801385897036093,-0.007726407761404465
2015-01-05,-0.0037572312936408375,0.005660193142056149,-0.0007197897718921988,-0.004344655338621737
2015-01-06,0.003783665038527107,0.006994731864393782,2.4960162305479188e-05,-0.004897315359723263
2015-01-07,0.001551397836176964,-0.0013328774591679683,-0.0008640529751418423,-0.003074401311611018
2015-01-08,0.004824916236610444,0.0020491615842875574,0.004242803527558521,0.008017956872868754
2015-01-09,0.0024949038443332038,-0.003245339804196064,0.00426130492887914,0.002793988213670126
2015-01-12,0.013216838884038197,0.0024707202194628047,0.0028907521560563353,0.0017425433477761903
2015-01-13,-0.00029549295934059054,-0.0015115408471129649,0.001276975378634267,0.0031270545108831316
2015-01-14,0.005971939498222125,0.00246195390812635,-0.0017515567017009157,-0.0019611239795939003
2015-01-15,-0.006414684714515904,0.01192849690500617,-0.002064694454083395,0.00580464276082744
2015-01-16,0.0015827542872126682,0.0024261228158758484,-0.00036979150108934744,-0.00472679333176004
2015-01-19,-0.004642677002459876,0.012399257721634558,0.0005558443153489841,0.006751606477125905
2015-01-20,0.007124534688226255,-0.0025759285106944996,0.001794023063711377,0.0002700646529480864
2015-01-21,-0.005586069015084445,-0.0009983598313297924,0.00245002636095691,-0.002994175530065147
2015-01-22,-0.001424215976859306,-0.0009135679876995158,0.008546117325240413,-0.011004293622626638
2015-01-23,0.002708216495136295,-0.0014733735407651543,-0.002462619634009735,-0.0016672542429375923
2015-01-26,0.003536881219167115,0.005371665158143925,0.0008440684897390124,0.006556447898739762
2015-01-27,0.0065441649755028815,0.0060146315936543005,-0.0020847698045888758,0.0029666492952772597
2015-01-28,0.0026960032956928476,-0.005409420035525862,-0.0061777555762170325,-0.012136653728247333
2015-01-29,0.0005492774505607582,0.002386278004068427,-0.004627126310609657,0.0062761939953081755
2015-01-30,0.0009610907464820609,0.00974616830440747,0.001582143479934364,-0.0063980014312749085
2015-02-02,0.0024914060664507445,0.0049907748641047096,-0.0020904943435480234,-0.008652557983859251
2015-02-03,0.0007014803215330313,-0.006705912447213294,0.004583550652244527,-0.0024430600825595555
2015-02-04,0.008823005532466495,-0.014569110672631851,0.000639182416580592,0.00857635584060792
2015-02-05,-0.004251521579436484,-0.0008144065493892487,-0.001512142857456176,-0.004102605852913697
2015-02-06,0.0014231132055714066,-0.008767951206993727,-0.0003438751253209026,0.0030959654261074406
2015-02-09,-0.0008754685569332155,-0.00670142939990043,0.004220741594406007,0.004381541769701101
2015-02-10,-0.005005935856518707,-0.00875875295515779,-0.0037076976639752973,0.0032716389929232917
2015-02-11,0.0015778644948127283,0.005830578987119999,-0.0012046008722024595,-0.0055484054250006425
2015-02-12,0.004794232442072495,-0.003574139594158148,0.0008461922234159143,-0.009299549034692245
2015-02-13,-0.0026490521216139965,0.007365774246590594,-0.0027650982666794304,0.004887022928708997
2015-02-16,-0.011455098480940968,-0.0036157416175023023,-0.0005854185835125303,0.010455241820054435
2015-02-17,-0.005645314400072259,0.004996953068129627,0.004327727124995176,-0.004328937883465647
2015-02-18,-0.0016676197438634489,0.0012914014166833245,-0.005825939868770118,-0.00273061927116814
2015-02-19,0.0065805602047320794,0.003958583676050944,-0.0005270051579329712,0.0006784341710189
2015-02-20,0.003104526827648858,0.005706871035370795,-0.002125656589516409,0.009208325659678017
2015-02-23,0.006781741006023305,0.00504080341247249,-0.0032718394633835645,-0.006121343440623559
2015-02-24,-0.001433018982982966,0.0007253556835108757,-0.006973967462236209,0.002968158801271537
2015-02-25,0.006637311319242359,0.004335318978816141,-0.0026042112112169406,-0.004766420384402944
2015-02-26,0.0016992617208703936,-0.0007731260073672586,0.0018721646970236323,0.0036103282356338084
2015-02-27,0.00565945264447331,-0.007624864002506653,0.000986475791397248,-0.002180850023767941
2015-03-02,-0.00029317521967680714,0.006350861968681208,0.0039925034922049735,0.008390661902301925
2015-03-03,0.0023279512518413386,-0.00047011753529056034,-0.0009115138778015347,-0.010408530014368013
2015-03-04,0.006898675224493019,-0.00195328889649969,0.0021235882400116417,0.004073979154454597
2015-03-05,-0.006026577545250697,-0.006163424747217442,0.006288079628221976,0.0017426130941012648
2015-03-06,-0.00270292832149258,-0.0005844290778928064,0.004444947619331356,0.005605886878405825
2015-03-09,-0.007130408811198217,0.011739986905703248,0.003964592123994718,-0.0009148514960495173
2015-03-10,-0.005758612215433602,0.007678060480426478,0.0020057100011784783,-0.008746790268466592
2015-03-11,-0.0009603903767918853,0.02218321059954742,0.0001660070296576861,-0.004451823566013942
2015-03-12,-0.004842483126533203,0.012704692884005938,0.0034910379583107517,0.008444634683503366
2015-03-13,0.0014409264204607894,0.009078134647329506,-0.003293281558191643,0.0009755458854903495
2015-03-16,0.001635267574863681,0.009977128523126546,0.0013753721605618214,-0.003753070450417289
2015-03-17,0.0005203691946018701,-0.011434892417221685,-0.00918387493308107,0.004988048220649723
2015-03-18,-0.00167371943153172,-0.001529921092861874,0.0034237867174664594,0.008382062310267594
2015-03-19,0.0028724397741379153,0.013796509811524683,0.00211075653622911,0.0018132807814799684
2015-03-20,0.001401944112522996,-0.008698468934935314,0.003923994422560489,-0.014672796120091716
2015-03-23,-0.0027312642863788913,0.0004605124539732873,-0.003059049293653452,-0.0027105355384369288
2015-03-24,0.009396877831136144,0.008028167200471751,-0.0026433107232269565,-0.0028173990658342586
2015-03-25,-0.0061850197427592195,0.005234956502042959,-0.0008989698016419031,-0.011798798825367288
2015-03-26,0.0007039179590502909,0.0033728521852127795,0.003952563892700212,-0.0004401287674606495
2015-03-27,-0.001663355813931908,0.014203852763426696,0.00012634462439820734,0.004317370989587609
2015-03-30,-0.002497698216881293,0.0051293675614508295,-0.005722515969616392,-0.002772405274311802
2015-03-31,-0.00584137119713027,-0.003934813253086273,0.005101880160924284,-0.003673955335822187
2015-04-01,0.0037912806273704214,0.01092085627439928,-1.0309254413275575e-05,0.00596260263033768
2015-04-02,0.0028554297906933767,0.0011150585140847296,0.0031012623572677176,0.011039628539951121
2015-04-03,-0.002986344562542763,-0.006414406301232524,-0.003971658182621373,0.005966567818419328
2015-04-06,0.005846838115641764,-0.0034592585333375458,-0.00844405419775739,-0.004048540439538515
2015-04-07,0.002939270889034981,-0.0001670619728798312,0.0008213909870214679,-0.003140066509653587
2015-04-08,0.005270445623548822,0.0027023426122824543,0.002445853889455208,0.0009543940981600892
2015-04-09,0.0028218408180542185,0.00351000181726673,-0.0036122985125431276,0.0022383785722507685
2015-04-10,0.004157540859732599,0.008385990263363906,0.0017644285931348513,-0.005791503112389217
2015-04-13,-0.0038565866478700145,-0.0027460365687705167,0.0008578556325460994,-0.000733416607845559
2015-04-14,-0.005418660328154569,-0.007608040240205359,-0.008294087099626734,-0.018716849543208063
2015-04-15,-0.00045890911477462586,0.01654161262599999,0.0072871180951657065,-0.005869388472737828
2015-04-16,0.0009495164869530525,-0.009952056570351161,-0.005148438123432484,-0.007184835585782278
2015-04-17,-0.0009274934222091655,-0.0009772172714838333,0.0011108078832274355,0.0039792983382256975
2015-04-20,-0.0014844046169757918,0.0005534137946383964,-0.004275250026760837,-0.008066982145543087
2015-04-21,-0.007294861730241549,0.004844734607897592,-0.0012516313923529735,-0.011226721576946418
2015-04-22,-0.00011544476341804856,-0.008441749322502584,0.0067415152758918875,-0.003472930329520958
2015-04-23,0.0036075299290956064,0.007922741191694912,-0.0037197138102281653,0.00045628270532824695
2015-04-24,0.0029673395069407323,0.0011088232068707472,0.0015444030372392726,-0.007977776361354922
2015-04-27,0.002970181098572622,-0.0031031493592089637,0.001497804893136563,0.005519933073308786
2015-04-28,0.003544042537591369,0.002741038078426316,0.002668513184738067,0.0041304663233327115
2015-04-29,0.0076775058069196295,6.164510376060263e-05,0.0007558279737695547,0.005592400853856669
2015-04-30,-0.0022519380488175648,-0.0090468723087459,0.0020729206983310824,-0.0012361421076956677
2015-05-01,-0.005837637058671839,0.0038037935056588613,0.005824532060116993,-0.009778455277734516
2015-05-04,0.005311624976082406,-0.01745947261021977,-0.0015011465207260555,0.011043095473455479
2015-05-05,-0.0014416202425643332,0.0009295687707469435,0.0031514648030942206,-0.010298841084363915
2015-05-06,0.0005604740041987767,0.0007494915037291577,0.00754928389299496,-0.00741444498598694
2015-05-07,-0.0017076965822506078,-0.00619849053576531,-0.004037647214765517,0.00676441636238747
2015-05-08,0.00033325751000408844,-0.0035889703749856453,-0.001971383604570142,-0.003379362461672376
2015-05-11,-0.0021690158870384694,-0.008551117410024851,-0.0009349181702608005,-0.0021552401499128674
2015-05-12,-0.0035889835320167124,0.0013853237941348232,0.0010595579204726335,-0.0033398832857502456
2015-05-13,-0.0005206707538312747,0.015410366088305998,0.008581733034408548,-0.0063245411407784145
2015-05-14,-0.004372237832942794,-0.007115822938943976,0.004328215759888957,-0.002391175797454165
2015-05-15,0.0013983712179814988,0.014278771332966187,5.814082275815024e-05,0.0042374923305439245
2015-05-18,0.002802103746501966,-0.0038175214618716468,0.004336646926967436,-0.005098204854601115
2015-05-19,0.006899398932220879,-0.0038121567564638375,-0.0018118708821443783,-0.00653092694176075
2015-05-20,-0.0044212970540832355,-0.002687350256299748,-0.009625394231642447,-0.001399994047053579
2015-05-21,-0.002339871186207584,0.005830077690282824,0.0017919229534273024,-0.004245824586595781
2015-05-22,-0.0020927537971295344,-0.001342326269646284,0.006043826217903396,-0.004933828082738651
2015-05-25,-0.0033988033247532704,-0.007600089061320056,-0.005828157917744739,0.001842021741752969
2015-05-26,0.0012145166553660497,0.009279332969847464,0.004265636030907719,0.014382700287190847
2015-05-27,-0.0001693638377054792,-0.0015237069465734495,-0.005100905380533437,0.004179469004857954
2015-05-28,0.000792671207231694,0.004858864135074784,-0.004456496876953599,0.002109625134160198
2015-05-29,0.001225998089769709,0.0012732452792558072,-0.0026330636327620963,0.00713594789132039
2015-06-01,0.010451537894890058,-0.007472408184083308,0.002981775918371832,-0.017267100908042336
2015-06-02,0.0035430497474122926,-0.012791082315792285,-0.001999869391597032,-0.007878147970525502
2015-06-03,-0.0008780574747469801,0.0061715558885748,-0.007329253054908091,-0.0021568781370938333
2015-06-04,-0.0023668438440802835,0.01136734078710312,0.0018270440314011407,-0.007063302679640536
2015-06-05,-0.002156471895151998,0.01119272966869872,0.0029574612670960967,-0.00550940077443253
2015-06-08,-0.0011353526919154447,-0.0013457640388570358,-0.0020519277086232224,-0.010261272937930138
2015-06-09,-0.003188108576949842,0.01002439514105762,-0.0014245779482447009,-0.0006195217827655143
2015-06-10,0.0009026282342678703,0.015826989762984883,0.00013549908566784543,0.006563672121501068
2015-06-11,-0.0027909008602559826,-0.00151579482351744,0.0001502108924411402,-0.004644797651096307
2015-06-12,-0.0008185889030147884,0.006516356550692888,-0.0031014582443675337,5.341857818299245e-07
2015-06-15,0.003743667758279663,-0.005471262341689211,0.004481655170459824,0.0004373008782679362
2015-06-16,-0.0006256128166964484,-0.013757034640601504,-0.0013944497680538944,0.002229554496871818
2015-06-17,0.00892672509401234,0.00427522407878129,0.004604864927113396,-0.007254627441731633
2015-06-18,-0.00043411247826477214,0.008845225096302048,-0.0034509342015996924,0.0057913357738386155
2015-06-19,0.003866589323001665,0.002223065539148741,-0.0012148105005438993,-0.005917770927434611
2015-06-22,0.00907689647051657,0.004723037624068213,0.0014624644987017957,-0.0024770984892135066
2015-06-23,0.0003893581479498888,0.00145302088979023,0.0016995027389342912,0.004406041730831606
